,Land Square Feet,Apartments,Wall Material,Roof Material,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Cathedral Ceiling,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Building Square Feet,Repair Condition,Estimate (Land),Estimate (Building),Sale Price,Multi Property Indicator,Use,O'Hare Noise,Floodplain,Road Proximity,Age Decade,Pure Market Filter,Garage Indicator,Lot Size,Bathrooms,Bedrooms
14631,7500.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,0.0,1.0,3.0,0,0.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1160.0,2.0,20620,47790,17000,0,1,0.0,0.0,0.0,5.8,1,1.0,7500.0,3,2.0
155280,5040.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,0.0,0.0,2.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1008.0,2.0,12600,70200,160000,0,1,0.0,1.0,0.0,6.1,1,1.0,5040.000000000001,3,1.0
193794,13932.0,0.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,3,2.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,3949.0,2.0,278640,1608860,1825000,0,1,0.0,0.0,1.0,8.9,1,1.0,13931.999999999998,5,4.5
79015,4413.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1098.0,2.0,22060,70580,1,0,1,0.0,0.0,0.0,7.3,0,0.0,4413.000000000001,3,1.5
195855,9366.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,3,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1319.0,2.0,32780,43400,28000,0,1,0.0,0.0,0.0,6.3,1,1.0,9366.0,3,1.0
103688,10560.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,0,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1568.0,2.0,39600,181180,203500,0,1,0.0,0.0,0.0,4.4,1,1.0,10560.0,4,2.0
84697,4432.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1204.0,2.0,28800,71790,165000,0,1,0.0,0.0,0.0,6.7,1,1.0,4432.0,3,1.0
63401,7512.0,0.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,2.0,1,2.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,1,2172.0,2.0,67600,291350,395000,0,1,0.0,0.0,0.0,9.3,1,1.0,7512.0,5,2.5
43245,5000.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1179.0,2.0,26250,165290,415000,0,1,0.0,0.0,0.0,7.0,1,1.0,5000.0,3,1.0
166848,14254.0,0.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2369.0,2.0,57010,330850,370000,0,1,0.0,0.0,0.0,2.7,1,1.0,14254.0,4,2.5
2767,10583.0,0.0,1.0,1.0,3.0,1.0,1.0,5.0,0.0,1.0,2.0,3,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,4.0,1,2155.0,2.0,37040,145130,101250,0,1,0.0,0.0,0.0,6.4,1,1.0,10582.999999999998,3,1.5
126735,3000.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,3.0,0,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,2784.0,2.0,162000,587980,1050000,0,1,0.0,0.0,0.0,11.7,1,1.0,2999.9999999999995,4,2.5
175686,6875.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,3.0,0,0.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1373.0,2.0,51560,233540,230500,0,1,0.0,0.0,0.0,4.6,1,1.0,6875.000000000001,3,1.5
42121,3125.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,3.0,0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2,1040.0,2.0,17180,176650,282500,0,1,0.0,0.0,0.0,5.6,1,0.0,3125.0,3,2.0
95488,3750.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1332.0,2.0,26250,107950,141500,0,1,0.0,0.0,0.0,8.9,1,1.0,3750.000000000001,3,1.0
113112,10270.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,3836.0,2.0,94990,527830,750000,0,1,0.0,0.0,0.0,3.0,1,1.0,10269.999999999998,4,2.5
121660,3000.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,630.0,2.0,36000,99560,127500,0,1,0.0,0.0,0.0,12.4,1,0.0,2999.9999999999995,2,1.0
39647,3883.0,0.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,984.0,2.0,34940,129790,164000,0,1,0.0,0.0,0.0,6.1,1,1.0,3883.000000000001,3,1.0
75337,3832.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1744.0,2.0,114960,334300,635000,0,1,0.0,0.0,0.0,11.2,1,0.0,3832.0,4,2.0
146054,5000.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,3.0,0,0.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1343.0,2.0,50000,213780,259500,0,1,1.0,0.0,0.0,5.2,1,1.0,5000.0,3,1.5
161972,4875.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,2.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,875.0,2.0,21930,85950,61500,0,1,0.0,0.0,0.0,5.9,1,1.0,4875.0,2,1.0
79631,7500.0,0.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,2181.0,2.0,22500,125790,1,0,1,0.0,0.0,0.0,4.8,0,1.0,7500.0,4,2.5
46005,6600.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1278.0,2.0,36300,228140,331250,0,1,0.0,0.0,0.0,6.3,1,0.0,6600.000000000001,3,1.0
181123,50268.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,3,2.0,5.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,8158.0,2.0,301600,1917900,2505000,0,1,0.0,0.0,1.0,1.6,1,1.0,50268.00000000001,5,5.5
46740,4520.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1201.0,2.0,11300,33290,50000,0,1,0.0,0.0,0.0,6.3,1,0.0,4519.999999999999,3,1.0
15850,3475.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,1,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,1859.0,2.0,27800,115750,1,0,1,0.0,0.0,0.0,12.7,0,1.0,3475.0000000000005,5,2.0
100076,6890.0,0.0,3.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,3.0,0,0.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1010.0,2.0,37890,142100,215000,0,1,0.0,0.0,1.0,6.5,1,1.0,6890.000000000001,2,1.0
61463,6600.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,0.0,1.0,1.0,3,0.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1082.0,2.0,18150,120190,120500,0,1,0.0,0.0,0.0,4.7,1,1.0,6600.000000000001,3,1.0
127228,5000.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,1372.0,2.0,40000,89870,238000,0,1,0.0,0.0,0.0,9.1,1,1.0,5000.0,3,2.5
136847,18400.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,2.0,1.0,3,2.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,3,3728.0,2.0,147200,618480,1872000,0,1,0.0,0.0,0.0,8.4,1,1.0,18400.0,5,4.0
132356,11130.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,3,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,1,1641.0,2.0,50080,253490,248500,0,1,0.0,0.0,0.0,4.7,1,1.0,11130.000000000002,4,2.0
176185,3750.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,1.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,1162.0,2.0,41250,185890,259900,0,1,0.0,0.0,0.0,8.9,1,1.0,3750.000000000001,3,1.0
17818,3780.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1128.0,2.0,37800,195600,1,0,1,0.0,0.0,0.0,5.8,0,1.0,3780.0,3,1.5
56529,7011.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3,0.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1456.0,2.0,57840,244460,1,0,1,0.0,0.0,0.0,6.5,0,1.0,7010.999999999999,4,1.5
182757,4633.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1560.0,2.0,39380,262180,247500,0,1,0.0,0.0,0.0,6.3,1,1.0,4633.0,3,1.5
6172,621.5706447187929,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,580.0,2.0,64060,240590,33813,1,1,0.0,0.0,0.0,12.1,1,0.0,621.570644718793,2,1.0
76149,3125.0,0.0,1.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,1.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,672.0,2.0,21870,48310,8020,0,1,0.0,0.0,0.0,12.4,0,1.0,3125.0,2,1.5
144760,7000.0,0.0,4.0,2.0,1.0,3.0,1.0,5.0,0.0,0.0,2.0,1,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1564.0,2.0,126000,315390,517500,0,1,0.0,0.0,0.0,9.6,1,1.0,7000.000000000001,3,1.5
115437,3125.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1040.0,2.0,26560,107240,149500,0,1,0.0,0.0,0.0,5.2,1,0.0,3125.0,2,1.0
143469,2550.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,0,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1102.0,2.0,31870,151290,246250,0,1,0.0,0.0,0.0,0.9,1,1.0,2550.0,3,2.5
91096,2976.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,840.0,2.0,89280,101680,129000,0,1,0.0,0.0,0.0,12.4,1,1.0,2975.9999999999995,2,1.0
73218,6550.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,2442.0,2.0,57310,237970,654000,0,1,1.0,0.0,0.0,8.5,1,0.0,6550.000000000001,4,3.0
96991,19906.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,936.0,2.0,54740,23260,1,0,1,0.0,0.0,0.0,9.4,0,0.0,19906.0,2,1.0
36301,4000.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,3,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1080.0,2.0,32000,100980,47500,0,1,0.0,0.0,0.0,9.3,1,1.0,4000.000000000001,2,1.0
86299,7700.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,0,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,3022.0,1.0,102020,910030,1050000,0,1,0.0,0.0,0.0,1.5,1,1.0,7699.999999999999,4,3.5
7524,9820.0,0.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3,1580.0,2.0,49100,191730,1,0,1,0.0,0.0,1.0,2.8,0,1.0,9820.0,3,2.5
63377,4612.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,3.0,0,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1077.0,2.0,25360,77460,38500,0,1,0.0,0.0,0.0,5.7,1,1.0,4612.000000000001,3,1.0
114252,9280.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2805.0,2.0,51040,340530,330000,0,1,0.0,0.0,1.0,4.7,1,1.0,9280.0,5,2.5
49601,4410.0,0.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,0.0,2.0,3,0.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,994.0,2.0,35280,117030,40000,0,1,0.0,0.0,0.0,6.7,1,1.0,4410.0,3,1.0
133926,3125.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,0,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1996.0,2.0,62500,0,805000,0,1,0.0,0.0,0.0,0.1,1,1.0,3125.0,3,3.5
195819,5292.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,728.0,2.0,34390,80770,135000,0,1,0.0,0.0,0.0,6.6,1,1.0,5292.0,4,1.0
52170,5645.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,2.0,3,0.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1948.0,2.0,79030,544810,690000,0,1,0.0,0.0,0.0,9.1,1,1.0,5645.000000000001,4,1.5
199464,1041.6666666666667,0.0,1.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,3.0,0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,640.0,2.0,78120,203170,116167,1,1,0.0,0.0,0.0,12.4,1,0.0,1041.666666666667,1,1.5
41123,21628.775510204083,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,480.0,2.0,141300,190580,75918,1,1,0.0,0.0,1.0,4.8,1,1.0,21628.775510204083,2,1.0
23293,10000.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1008.0,2.0,82500,131040,1,0,1,0.0,0.0,0.0,6.2,0,1.0,10000.0,2,1.0
197015,5871.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,5.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,887.0,2.0,64580,168930,275000,0,1,0.0,0.0,0.0,6.8,1,1.0,5871.0,2,1.5
130510,6250.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,2.0,3,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,777.0,2.0,48430,138430,130000,0,1,0.0,0.0,0.0,9.6,1,1.0,6250.000000000001,2,1.5
43234,5508.0,0.0,3.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,1076.0,2.0,17900,39740,1000,0,1,0.0,0.0,0.0,5.4,0,0.0,5508.0,3,1.0
17120,3075.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,880.0,2.0,32280,79270,45000,0,1,0.0,0.0,0.0,10.7,1,1.0,3075.0,2,1.0
108083,5535.0,0.0,3.0,6.0,3.0,1.0,1.0,5.0,1.0,0.0,2.0,1,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1221.0,2.0,38740,184710,260000,0,1,0.0,0.0,0.0,5.9,1,1.0,5535.0,3,1.5
144445,7503.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,3.0,0,0.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3,1956.0,2.0,48760,191100,337500,0,1,0.0,0.0,0.0,2.3,1,1.0,7503.000000000001,3,2.5
95947,10226.0,0.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2544.0,2.0,71580,406280,624900,0,1,0.0,0.0,0.0,5.1,1,1.0,10225.999999999998,4,2.5
1411,7200.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1327.0,2.0,100800,320280,505729,0,1,0.0,0.0,0.0,6.6,1,1.0,7200.000000000001,3,1.5
159449,8800.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,3,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,1270.0,2.0,44000,189740,1,0,1,0.0,0.0,0.0,5.6,0,1.0,8800.000000000002,3,1.5
7497,5670.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,3,0.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,882.0,2.0,28350,76510,169900,0,1,0.0,0.0,0.0,6.7,1,1.0,5669.999999999999,2,1.0
103857,5001.0,0.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,2.0,3,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,2153.0,2.0,210040,360630,788000,0,1,0.0,0.0,0.0,11.7,1,1.0,5000.999999999999,5,2.0
4560,8690.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,3.0,0,0.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,992.0,2.0,23890,51950,11220,0,1,0.0,0.0,0.0,6.4,1,1.0,8690.0,3,1.0
16564,6030.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1247.0,2.0,40700,255900,71009,0,1,0.0,0.0,0.0,6.0,1,1.0,6029.999999999999,3,1.5
134474,6650.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,3.0,0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1505.0,2.0,59850,307020,332000,0,1,1.0,0.0,0.0,7.2,1,1.0,6649.999999999999,3,2.0
33903,7100.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,2.0,3,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1087.0,2.0,37270,201470,450000,0,1,0.0,0.0,0.0,9.6,1,1.0,7099.999999999999,3,1.5
34794,2280.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,3.0,0,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1296.0,2.0,25080,215340,262500,0,1,0.0,0.0,0.0,6.8,1,1.0,2280.0000000000005,3,1.0
153367,12394.0,0.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,0,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,3402.0,2.0,142530,410960,1,0,1,0.0,0.0,0.0,5.2,0,1.0,12394.000000000004,6,3.0
35835,8300.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,1,2.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2249.0,2.0,128650,513000,631500,0,1,0.0,0.0,0.0,8.6,1,1.0,8300.000000000004,3,1.5
83954,26850.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,0.0,0.0,1.0,1,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1295.0,2.0,46980,47050,32500,0,1,0.0,0.0,0.0,8.3,1,1.0,26850.000000000004,3,1.5
54718,8153.0,0.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0,1.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3,1856.0,2.0,36680,188770,1,0,1,0.0,0.0,0.0,2.4,0,1.0,8153.0,3,2.5
157967,4687.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,840.0,2.0,42180,71970,185000,0,1,0.0,0.0,0.0,11.2,1,0.0,4687.0,2,1.0
25366,8505.0,0.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2641.0,2.0,95680,343560,425000,0,1,0.0,0.0,0.0,2.5,1,1.0,8504.999999999998,4,2.5
196982,8550.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,0,2.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,2964.0,2.0,64120,421480,560000,0,1,0.0,0.0,0.0,9.2,1,1.0,8549.999999999998,5,2.0
90482,3780.0,0.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,0.0,2.0,1,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,1216.0,2.0,35910,164080,205000,0,1,0.0,0.0,0.0,9.1,1,1.0,3780.0,3,1.5
42767,5360.0,0.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,0,0.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,749.0,2.0,26800,75540,155900,0,1,0.0,0.0,1.0,8.8,1,1.0,5359.999999999999,2,1.0
126452,12961.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,1,1.0,5.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,3131.0,2.0,71280,338170,415000,0,1,0.0,0.0,0.0,1.6,1,1.0,12960.999999999998,4,2.5
198451,9900.0,0.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1,0.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,2345.0,2.0,54450,387860,559900,0,1,0.0,0.0,0.0,5.0,1,1.0,9900.0,3,2.5
46425,6950.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,0,2.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,3698.0,2.0,38220,667740,740000,0,1,0.0,0.0,0.0,0.9,1,1.0,6949.999999999999,4,3.0
